기기ID,유지보수일자,유지보수유형,작업내용,소요시간(시간),비용(원),담당자,완료상태
EQ0296,2024-05-03,응급정비,부품 교체,2,357200,김철수,완료
EQ0296,2024-07-23,사후정비,청소 및 점검,5,53193,박준호,완료
EQ0297,2023-05-24,사후정비,윤활유 교체,1,338613,김철수,완료
EQ0297,2023-05-24,개선정비,부품 교체,6,484100,박준호,완료
EQ0297,2023-07-06,사후정비,조정 및 수리,4,391459,정수현,진행중
EQ0297,2024-04-17,개선정비,조정 및 수리,7,479307,최민준,완료
EQ0297,2024-07-12,사후정비,전기 점검,7,271996,이영희,완료
EQ0298,2023-04-12,예방정비,청소 및 점검,1,345060,이영희,완료
EQ0298,2023-04-20,사후정비,조정 및 수리,3,428945,최민준,완료
EQ0298,2023-12-06,응급정비,전기 점검,2,262912,최민준,완료
EQ0299,2023-01-20,개선정비,청소 및 점검,3,387338,정수현,완료
EQ0299,2023-05-15,사후정비,조정 및 수리,2,336946,최민준,완료
EQ0299,2023-12-07,예방정비,조정 및 수리,5,333543,박준호,진행중
EQ0299,2024-02-10,응급정비,전기 점검,4,229184,이영희,완료
EQ0299,2024-02-20,예방정비,청소 및 점검,7,439045,김철수,완료
EQ0299,2024-05-05,개선정비,윤활유 교체,3,88178,박준호,완료
EQ0300,2023-05-24,응급정비,전기 점검,1,231423,김철수,완료
EQ0300,2023-06-29,예방정비,부품 교체,2,464829,김철수,완료
EQ0300,2023-07-10,개선정비,청소 및 점검,6,256676,김철수,완료
EQ0300,2023-11-12,응급정비,조정 및 수리,3,485694,김철수,완료
EQ0300,2024-02-10,사후정비,전기 점검,3,77941,김철수,완료
