기기ID,점검일자,점검항목,측정값,측정단위,점검결과,담당자,비고
EQ0037,2023-06-20,압력검사,70.63,°C,정상,최민준,조정완료
EQ0037,2023-07-26,전류측정,16.0,A,정상,박준호,윤활유 추가
EQ0037,2023-08-08,외관검사,97.93,A,정상,박준호,조정완료
EQ0037,2023-10-26,압력검사,58.72,L/min,정상,박준호,청소완료
EQ0037,2023-11-20,외관검사,73.04,MΩ,정상,박준호,윤활유 추가
EQ0037,2024-03-02,온도측정,72.04,MΩ,정상,김철수,부품교체필요
EQ0038,2023-03-20,절연저항,89.49,A,정상,박준호,조정완료
EQ0038,2023-04-26,절연저항,66.53,°C,정상,이영희,윤활유 추가
EQ0038,2023-11-30,온도측정,69.23,°C,정상,최민준,조정완료
EQ0038,2023-12-14,절연저항,59.54,bar,정상,최민준,윤활유 추가
EQ0038,2024-01-02,외관검사,44.01,MΩ,정상,김철수,청소완료
EQ0038,2024-01-26,압력검사,20.01,A,정상,김철수,청소완료
EQ0038,2024-02-25,절연저항,75.91,°C,불량,정수현,
EQ0038,2024-06-02,절연저항,22.18,°C,정상,이영희,
EQ0038,2024-07-29,절연저항,68.34,MΩ,정상,김철수,부품교체필요
EQ0039,2023-03-31,압력검사,27.57,bar,정상,이영희,부품교체필요
EQ0039,2023-06-05,유량측정,89.09,A,정상,박준호,청소완료
EQ0039,2023-07-07,소음진동,13.43,L/min,정상,이영희,청소완료
EQ0039,2023-10-19,소음진동,57.7,A,정상,김철수,부품교체필요
EQ0039,2023-12-23,절연저항,70.5,°C,정상,최민준,윤활유 추가
EQ0039,2024-02-25,외관검사,57.13,MΩ,주의,김철수,청소완료
EQ0039,2024-05-27,전류측정,63.57,°C,정상,정수현,윤활유 추가
EQ0039,2024-06-25,절연저항,38.35,dB,정상,최민준,부품교체필요
EQ0039,2024-08-21,소음진동,25.94,MΩ,정상,박준호,조정완료
EQ0040,2023-05-03,전류측정,22.87,dB,정상,박준호,청소완료
EQ0040,2023-06-24,유량측정,10.66,A,정상,정수현,윤활유 추가
EQ0040,2023-07-16,소음진동,35.5,A,정상,이영희,조정완료
EQ0040,2023-08-12,유량측정,11.29,°C,정상,정수현,조정완료
EQ0040,2023-09-03,압력검사,11.16,bar,정상,정수현,부품교체필요
EQ0040,2023-10-21,압력검사,95.72,A,정상,이영희,청소완료
EQ0040,2024-01-18,절연저항,51.95,°C,정상,박준호,청소완료
EQ0040,2024-02-26,압력검사,91.5,L/min,정상,이영희,윤활유 추가
EQ0040,2024-05-01,압력검사,20.48,dB,정상,박준호,부품교체필요
EQ0040,2024-05-10,외관검사,60.21,bar,정상,이영희,
EQ0040,2024-08-02,온도측정,62.92,°C,정상,이영희,청소완료
EQ0041,2023-01-14,절연저항,75.72,°C,정상,박준호,윤활유 추가
EQ0041,2023-03-17,전류측정,34.54,L/min,정상,박준호,청소완료
EQ0041,2023-04-24,전류측정,41.49,A,주의,정수현,부품교체필요
EQ0041,2023-06-20,절연저항,71.59,A,정상,정수현,윤활유 추가
EQ0041,2023-08-20,유량측정,62.17,L/min,정상,이영희,윤활유 추가
EQ0041,2023-11-02,유량측정,98.56,L/min,정상,김철수,청소완료
EQ0041,2023-11-11,유량측정,25.29,L/min,정상,박준호,
EQ0041,2024-01-02,소음진동,70.98,bar,정상,최민준,조정완료
EQ0041,2024-02-12,외관검사,68.1,°C,정상,김철수,
EQ0041,2024-06-01,전류측정,45.38,bar,정상,최민준,부품교체필요
EQ0042,2023-01-01,유량측정,34.8,°C,경고,박준호,부품교체필요
EQ0042,2023-02-11,온도측정,24.82,L/min,주의,이영희,부품교체필요
EQ0042,2023-03-16,절연저항,19.42,A,정상,박준호,
EQ0042,2023-04-19,외관검사,81.66,dB,정상,정수현,조정완료
EQ0042,2023-05-15,소음진동,13.9,A,정상,김철수,조정완료
EQ0042,2023-06-26,전류측정,38.56,MΩ,정상,김철수,청소완료
EQ0042,2023-09-10,절연저항,15.37,dB,경고,박준호,조정완료
EQ0042,2023-11-09,전류측정,59.81,bar,정상,박준호,윤활유 추가
EQ0042,2023-12-09,유량측정,99.69,L/min,정상,최민준,조정완료
EQ0042,2023-12-11,소음진동,66.43,A,정상,박준호,
EQ0042,2023-12-18,절연저항,94.48,dB,정상,김철수,조정완료
EQ0042,2024-05-03,외관검사,41.89,A,정상,박준호,윤활유 추가
EQ0042,2024-06-14,소음진동,74.3,L/min,정상,정수현,윤활유 추가
EQ0042,2024-06-20,소음진동,10.58,MΩ,경고,정수현,조정완료
EQ0042,2024-07-11,유량측정,75.72,MΩ,경고,정수현,
EQ0043,2023-01-10,절연저항,74.34,dB,정상,최민준,조정완료
EQ0043,2023-01-15,외관검사,39.14,A,주의,김철수,윤활유 추가
EQ0043,2023-02-14,절연저항,63.07,MΩ,정상,박준호,부품교체필요
EQ0043,2023-03-20,소음진동,89.73,bar,경고,이영희,조정완료
EQ0043,2023-04-16,전류측정,55.4,dB,정상,박준호,청소완료
EQ0043,2023-07-11,압력검사,30.9,A,정상,김철수,청소완료
EQ0043,2023-07-28,전류측정,23.84,L/min,주의,정수현,청소완료
EQ0043,2023-09-24,온도측정,91.29,dB,경고,정수현,청소완료
EQ0043,2023-11-25,전류측정,11.25,°C,정상,이영희,청소완료
EQ0043,2023-11-26,압력검사,35.85,A,정상,김철수,조정완료
EQ0043,2024-03-09,유량측정,45.42,°C,정상,김철수,조정완료
EQ0043,2024-05-01,압력검사,94.11,MΩ,정상,정수현,
EQ0043,2024-07-02,소음진동,92.06,°C,주의,이영희,청소완료
EQ0044,2023-01-01,온도측정,29.59,L/min,정상,박준호,윤활유 추가
EQ0044,2023-07-10,절연저항,32.71,A,정상,정수현,윤활유 추가
EQ0044,2023-10-11,온도측정,25.94,bar,정상,이영희,조정완료
EQ0044,2023-10-25,압력검사,67.24,L/min,정상,박준호,
EQ0044,2024-03-07,압력검사,98.31,A,주의,박준호,청소완료
EQ0044,2024-03-14,외관검사,70.24,A,정상,박준호,부품교체필요
EQ0044,2024-06-02,절연저항,40.53,°C,경고,박준호,부품교체필요
EQ0044,2024-06-05,소음진동,34.63,MΩ,정상,정수현,
EQ0044,2024-07-19,전류측정,77.66,A,경고,박준호,
EQ0044,2024-08-14,유량측정,53.71,°C,정상,정수현,윤활유 추가
EQ0045,2023-01-24,유량측정,20.13,dB,정상,이영희,윤활유 추가
EQ0045,2023-09-28,소음진동,66.82,A,정상,정수현,
EQ0045,2024-05-02,압력검사,22.53,MΩ,경고,정수현,
EQ0045,2024-05-16,전류측정,89.19,bar,정상,박준호,부품교체필요
EQ0045,2024-06-29,절연저항,33.01,MΩ,정상,이영희,부품교체필요
EQ0046,2023-01-22,온도측정,90.56,dB,정상,김철수,윤활유 추가
EQ0046,2023-09-30,소음진동,14.15,L/min,정상,이영희,
EQ0046,2023-11-21,압력검사,92.86,A,정상,김철수,조정완료
EQ0046,2023-12-23,절연저항,88.23,MΩ,정상,정수현,조정완료
EQ0046,2024-03-01,외관검사,19.49,A,경고,이영희,조정완료
EQ0047,2023-03-06,절연저항,31.7,A,정상,김철수,청소완료
EQ0047,2023-03-12,소음진동,98.82,MΩ,정상,김철수,청소완료
EQ0047,2023-04-16,외관검사,77.44,L/min,불량,이영희,부품교체필요
EQ0047,2023-06-20,전류측정,83.36,°C,경고,박준호,부품교체필요
EQ0047,2023-09-08,절연저항,88.86,°C,정상,김철수,청소완료
EQ0047,2023-09-17,압력검사,41.39,A,주의,김철수,청소완료
EQ0047,2024-03-06,유량측정,95.86,A,정상,최민준,윤활유 추가
EQ0047,2024-04-16,외관검사,45.26,dB,정상,김철수,조정완료
EQ0047,2024-05-08,외관검사,87.18,A,정상,이영희,
EQ0047,2024-07-27,절연저항,49.48,A,경고,정수현,윤활유 추가
EQ0048,2023-01-10,소음진동,37.93,bar,주의,김철수,청소완료
EQ0048,2023-04-07,전류측정,95.57,bar,불량,최민준,윤활유 추가
EQ0048,2023-04-07,전류측정,72.96,A,경고,정수현,부품교체필요
EQ0048,2023-05-09,절연저항,20.64,dB,정상,이영희,조정완료
EQ0048,2023-10-21,절연저항,70.66,MΩ,경고,박준호,윤활유 추가
EQ0048,2023-11-23,유량측정,36.01,MΩ,불량,박준호,부품교체필요
EQ0048,2024-04-21,절연저항,17.01,A,정상,정수현,조정완료
EQ0048,2024-06-11,유량측정,49.61,MΩ,정상,최민준,
EQ0048,2024-06-30,전류측정,66.57,bar,정상,김철수,
EQ0048,2024-07-07,소음진동,85.6,MΩ,정상,이영희,
EQ0048,2024-07-20,소음진동,19.78,MΩ,정상,정수현,부품교체필요
EQ0048,2024-07-22,유량측정,11.87,dB,정상,최민준,조정완료
EQ0048,2024-08-08,온도측정,11.29,A,경고,최민준,조정완료
EQ0049,2023-02-25,외관검사,57.35,MΩ,주의,김철수,윤활유 추가
EQ0049,2023-04-11,온도측정,17.84,°C,정상,김철수,
EQ0049,2023-05-06,유량측정,21.9,dB,불량,이영희,윤활유 추가
EQ0049,2023-06-01,소음진동,58.11,dB,주의,최민준,조정완료
EQ0049,2023-08-03,유량측정,12.28,dB,정상,이영희,
EQ0049,2023-08-17,외관검사,10.54,°C,정상,김철수,청소완료
EQ0049,2023-12-03,외관검사,24.55,MΩ,정상,박준호,조정완료
EQ0049,2024-05-12,소음진동,26.21,L/min,정상,정수현,
EQ0049,2024-07-10,소음진동,28.11,MΩ,주의,최민준,부품교체필요
EQ0049,2024-07-26,절연저항,70.43,MΩ,정상,이영희,부품교체필요
EQ0049,2024-08-05,온도측정,84.33,dB,경고,김철수,
EQ0050,2023-02-18,전류측정,84.96,L/min,주의,최민준,조정완료
EQ0050,2023-03-19,온도측정,40.75,bar,정상,정수현,청소완료
EQ0050,2023-03-28,전류측정,40.03,°C,주의,최민준,부품교체필요
EQ0050,2023-03-31,절연저항,36.27,dB,정상,최민준,윤활유 추가
EQ0050,2023-05-09,외관검사,11.8,MΩ,정상,이영희,조정완료
EQ0050,2023-05-20,소음진동,57.25,bar,정상,이영희,청소완료
EQ0050,2023-09-04,온도측정,17.84,dB,정상,이영희,청소완료
EQ0050,2023-09-30,유량측정,78.6,°C,정상,박준호,윤활유 추가
EQ0050,2023-10-05,소음진동,39.51,A,정상,정수현,윤활유 추가
EQ0050,2023-10-09,압력검사,28.54,L/min,정상,이영희,
EQ0050,2024-02-08,전류측정,89.28,°C,정상,박준호,청소완료
EQ0050,2024-03-08,소음진동,84.64,A,정상,이영희,윤활유 추가
EQ0050,2024-03-11,유량측정,74.36,A,정상,최민준,
EQ0050,2024-05-01,유량측정,65.73,L/min,정상,김철수,윤활유 추가
EQ0050,2024-08-18,유량측정,75.53,A,정상,이영희,청소완료
EQ0051,2023-01-09,전류측정,22.65,MΩ,정상,정수현,조정완료
EQ0051,2023-03-10,온도측정,34.67,A,정상,정수현,조정완료
EQ0051,2023-03-12,온도측정,40.6,A,경고,정수현,윤활유 추가
EQ0051,2023-03-27,유량측정,86.7,MΩ,정상,김철수,윤활유 추가
EQ0051,2023-07-16,온도측정,93.03,°C,주의,정수현,윤활유 추가
EQ0051,2023-09-24,절연저항,87.21,bar,정상,이영희,청소완료
EQ0051,2023-09-24,전류측정,12.23,L/min,정상,이영희,윤활유 추가
EQ0051,2023-11-02,절연저항,93.96,°C,정상,정수현,청소완료
EQ0051,2023-11-05,유량측정,27.78,L/min,정상,최민준,조정완료
EQ0051,2023-12-30,전류측정,33.3,°C,주의,김철수,
EQ0051,2024-04-04,압력검사,69.25,MΩ,주의,정수현,청소완료
EQ0051,2024-05-30,소음진동,24.96,dB,주의,김철수,청소완료
EQ0052,2023-08-17,소음진동,65.5,A,정상,이영희,조정완료
EQ0052,2023-08-20,절연저항,44.46,°C,주의,이영희,
EQ0052,2023-10-21,온도측정,17.69,bar,정상,정수현,
EQ0052,2023-12-18,유량측정,31.58,A,정상,김철수,청소완료
EQ0052,2024-01-17,전류측정,53.51,A,주의,최민준,
EQ0052,2024-06-27,소음진동,61.91,A,주의,김철수,청소완료
EQ0053,2023-02-09,유량측정,70.88,L/min,주의,김철수,청소완료
EQ0053,2023-04-18,유량측정,57.95,bar,정상,이영희,조정완료
EQ0053,2023-09-16,소음진동,56.38,dB,정상,최민준,부품교체필요
EQ0053,2023-10-06,온도측정,35.37,°C,정상,이영희,조정완료
EQ0053,2023-10-09,소음진동,61.81,MΩ,주의,정수현,조정완료
EQ0053,2023-12-09,유량측정,99.39,dB,불량,최민준,
EQ0053,2024-05-31,온도측정,90.93,bar,정상,이영희,부품교체필요
EQ0053,2024-06-08,외관검사,35.67,A,정상,박준호,부품교체필요
EQ0053,2024-06-13,외관검사,59.26,dB,정상,정수현,윤활유 추가
EQ0054,2023-01-26,압력검사,13.63,bar,정상,정수현,조정완료
EQ0054,2023-02-28,외관검사,62.68,dB,경고,박준호,윤활유 추가
EQ0054,2023-03-10,소음진동,52.69,dB,정상,박준호,윤활유 추가
EQ0054,2023-03-12,외관검사,78.88,A,정상,김철수,조정완료
EQ0054,2023-06-19,절연저항,23.66,°C,정상,최민준,
EQ0054,2023-08-07,전류측정,28.82,A,정상,정수현,청소완료
EQ0054,2023-08-09,온도측정,31.8,dB,정상,최민준,부품교체필요
EQ0054,2023-09-13,외관검사,17.8,L/min,정상,최민준,청소완료
EQ0054,2023-10-08,전류측정,43.95,L/min,정상,김철수,조정완료
EQ0054,2023-11-05,소음진동,76.68,MΩ,정상,이영희,
EQ0054,2023-11-08,온도측정,22.03,MΩ,정상,이영희,조정완료
EQ0054,2023-12-02,전류측정,11.89,°C,정상,이영희,조정완료
EQ0054,2024-01-03,소음진동,42.71,dB,정상,정수현,
EQ0054,2024-01-15,소음진동,62.39,bar,경고,최민준,청소완료
EQ0054,2024-02-29,전류측정,50.01,L/min,정상,최민준,청소완료
EQ0055,2023-02-06,압력검사,68.57,bar,정상,최민준,청소완료
EQ0055,2023-03-25,전류측정,84.04,bar,정상,김철수,부품교체필요
EQ0055,2023-08-02,외관검사,17.49,°C,불량,최민준,
EQ0055,2023-08-19,압력검사,50.52,dB,주의,최민준,윤활유 추가
EQ0055,2024-02-09,외관검사,74.84,MΩ,정상,정수현,
EQ0055,2024-04-12,유량측정,97.59,L/min,정상,최민준,조정완료
EQ0055,2024-08-02,온도측정,94.59,bar,정상,이영희,
EQ0055,2024-08-10,전류측정,12.74,L/min,경고,이영희,조정완료
EQ0056,2023-01-19,외관검사,99.89,A,주의,박준호,
EQ0056,2023-03-12,소음진동,53.87,L/min,경고,최민준,청소완료
EQ0056,2023-04-19,소음진동,37.29,MΩ,정상,정수현,
EQ0056,2023-05-25,압력검사,11.75,MΩ,정상,정수현,윤활유 추가
EQ0056,2023-10-12,외관검사,34.45,MΩ,정상,이영희,
EQ0056,2023-11-11,유량측정,80.94,A,정상,최민준,윤활유 추가
EQ0056,2024-02-28,압력검사,15.01,°C,경고,최민준,청소완료
EQ0056,2024-04-30,절연저항,90.14,bar,정상,이영희,
EQ0056,2024-06-12,압력검사,99.59,bar,불량,김철수,청소완료
EQ0056,2024-07-05,온도측정,75.7,bar,정상,최민준,청소완료
EQ0056,2024-07-08,외관검사,98.8,L/min,정상,김철수,
EQ0056,2024-07-28,온도측정,80.52,°C,정상,김철수,조정완료
EQ0056,2024-08-21,외관검사,10.56,dB,경고,이영희,부품교체필요
EQ0057,2023-07-29,외관검사,86.67,A,정상,김철수,
EQ0057,2023-07-30,압력검사,82.9,°C,정상,정수현,
EQ0057,2023-12-01,유량측정,31.57,L/min,정상,정수현,윤활유 추가
EQ0057,2024-02-06,유량측정,51.21,°C,경고,박준호,윤활유 추가
EQ0057,2024-06-05,전류측정,22.92,MΩ,정상,이영희,윤활유 추가
EQ0057,2024-06-13,온도측정,22.55,bar,정상,이영희,청소완료
EQ0057,2024-08-16,압력검사,56.26,MΩ,경고,최민준,
EQ0058,2023-01-01,전류측정,38.41,L/min,경고,최민준,부품교체필요
EQ0058,2023-01-17,유량측정,46.46,°C,주의,최민준,윤활유 추가
EQ0058,2023-06-28,절연저항,45.59,MΩ,주의,정수현,부품교체필요
EQ0058,2023-08-23,절연저항,71.9,L/min,정상,최민준,
EQ0058,2023-12-24,유량측정,97.74,dB,주의,최민준,부품교체필요
EQ0058,2024-05-17,전류측정,70.92,MΩ,정상,정수현,부품교체필요
EQ0059,2023-08-29,온도측정,67.21,dB,정상,최민준,부품교체필요
EQ0059,2023-11-21,소음진동,10.67,bar,정상,최민준,윤활유 추가
EQ0059,2023-12-14,온도측정,87.96,MΩ,정상,박준호,윤활유 추가
EQ0059,2024-04-17,압력검사,87.25,MΩ,정상,김철수,청소완료
EQ0059,2024-04-27,온도측정,50.0,bar,정상,박준호,청소완료
EQ0059,2024-05-29,절연저항,70.94,A,정상,최민준,조정완료
EQ0059,2024-06-02,압력검사,59.03,L/min,정상,김철수,청소완료
EQ0060,2023-03-11,외관검사,21.22,L/min,정상,이영희,
EQ0060,2023-03-11,절연저항,82.72,MΩ,정상,최민준,
EQ0060,2023-04-26,소음진동,50.02,A,정상,정수현,부품교체필요
EQ0060,2023-05-08,전류측정,22.21,bar,정상,정수현,청소완료
EQ0060,2023-06-15,절연저항,17.33,MΩ,정상,이영희,부품교체필요
EQ0060,2023-09-16,압력검사,56.65,MΩ,경고,이영희,부품교체필요
EQ0060,2023-09-25,압력검사,92.36,°C,정상,정수현,윤활유 추가
EQ0060,2023-10-27,소음진동,29.83,MΩ,정상,이영희,청소완료
EQ0060,2023-10-28,유량측정,66.34,A,정상,정수현,윤활유 추가
EQ0060,2024-01-31,압력검사,72.36,bar,정상,정수현,조정완료
EQ0060,2024-01-31,전류측정,36.82,bar,경고,정수현,윤활유 추가
EQ0060,2024-05-28,절연저항,70.02,A,경고,최민준,조정완료
EQ0060,2024-07-18,전류측정,50.85,A,주의,정수현,조정완료
EQ0060,2024-08-06,압력검사,78.83,°C,정상,정수현,부품교체필요
EQ0061,2023-02-18,전류측정,97.53,°C,불량,정수현,부품교체필요
EQ0061,2023-06-13,온도측정,71.29,A,정상,박준호,윤활유 추가
EQ0061,2023-06-28,전류측정,99.79,A,주의,정수현,청소완료
EQ0061,2023-07-07,절연저항,93.57,dB,정상,최민준,조정완료
EQ0061,2023-07-29,절연저항,73.13,dB,정상,이영희,부품교체필요
EQ0061,2023-09-28,절연저항,78.1,bar,주의,최민준,청소완료
EQ0061,2023-12-12,절연저항,37.62,dB,정상,박준호,
EQ0061,2023-12-31,절연저항,46.1,°C,주의,최민준,조정완료
EQ0061,2024-02-16,전류측정,79.11,A,정상,박준호,윤활유 추가
EQ0061,2024-02-25,온도측정,88.27,bar,정상,박준호,조정완료
EQ0061,2024-03-13,온도측정,83.91,dB,정상,김철수,윤활유 추가
EQ0061,2024-03-23,유량측정,56.26,MΩ,정상,김철수,조정완료
EQ0061,2024-03-31,외관검사,59.55,MΩ,정상,박준호,조정완료
EQ0061,2024-06-06,외관검사,99.84,A,주의,정수현,부품교체필요
EQ0062,2023-08-08,전류측정,71.82,dB,정상,최민준,
EQ0062,2023-10-10,소음진동,21.69,°C,주의,박준호,
EQ0062,2023-11-10,절연저항,79.92,dB,주의,이영희,청소완료
EQ0062,2024-05-19,외관검사,35.57,A,정상,이영희,조정완료
EQ0062,2024-08-21,소음진동,56.16,°C,정상,박준호,조정완료
EQ0063,2023-01-01,유량측정,26.95,MΩ,정상,김철수,
EQ0063,2023-01-07,외관검사,90.62,bar,경고,이영희,
EQ0063,2023-04-25,유량측정,50.32,A,정상,박준호,부품교체필요
EQ0063,2023-04-27,유량측정,95.85,°C,정상,박준호,청소완료
EQ0063,2023-08-31,절연저항,90.56,°C,정상,김철수,부품교체필요
EQ0063,2024-02-08,전류측정,95.53,L/min,정상,김철수,윤활유 추가
EQ0063,2024-03-24,전류측정,92.9,L/min,정상,박준호,
EQ0063,2024-03-30,유량측정,59.11,bar,경고,최민준,조정완료
EQ0063,2024-04-26,전류측정,91.55,dB,정상,박준호,윤활유 추가
EQ0063,2024-08-14,소음진동,56.19,bar,정상,박준호,조정완료
EQ0064,2023-12-03,소음진동,94.26,dB,경고,정수현,조정완료
